finance_id,month_key,product_key,retailer_key,units_sold,list_price_eur,cogs_per_unit_eur,excise_duty_per_unit_eur,gross_revenue_eur,trade_investment_eur,off_invoice_spend_eur,on_invoice_spend_eur,excise_duty_total_eur,logistics_cost_eur,net_revenue_eur,gross_margin_eur,gross_margin_pct
2536,202104,1022,107,3253,0.609,0.254,0.0,1809.04,293.21,159.08,134.12,0.0,222.59,1515.83,468.42,25.89
2537,202104,1022,109,13435,0.683,0.307,0.0,8029.64,967.47,678.62,288.85,0.0,998.87,7062.17,1932.65,24.07
2538,202104,1022,110,20154,0.649,0.283,0.0,11769.24,1925.76,1393.29,532.47,0.0,1495.08,9843.48,2650.32,22.52
2539,202104,1024,102,4069,1.556,0.542,0.0,6157.45,989.16,606.71,382.46,0.0,269.35,5168.29,2693.06,43.74
2540,202104,1024,104,11141,1.724,0.733,0.0,15973.69,1373.27,974.5,398.77,0.0,872.03,14600.42,5556.89,34.79
2541,202104,1024,105,5406,1.706,0.816,0.0,8057.54,774.89,597.66,177.24,0.0,470.02,7282.65,2400.95,29.8
2542,202104,1024,109,14067,1.759,0.793,0.0,21149.57,4035.03,2957.21,1077.82,0.0,422.92,17114.54,5537.5,26.18
2543,202104,1024,110,18030,1.592,0.758,0.0,27007.8,3408.18,2320.09,1088.09,0.0,870.83,23599.62,9054.45,33.53
2544,202104,1027,100,3454,0.65,0.214,0.0066,2047.59,237.67,176.13,61.54,22.8,160.25,1787.13,888.6,43.4
2545,202104,1027,102,3187,0.607,0.283,0.0066,1878.84,292.33,213.32,79.01,21.03,206.01,1565.47,456.92,24.32
2546,202104,1027,105,2453,0.638,0.238,0.0066,1366.43,194.3,127.33,66.97,16.19,197.95,1155.94,374.73,27.42
2547,202104,1027,107,2309,0.664,0.321,0.0066,1336.15,190.73,147.54,43.2,15.24,161.83,1130.18,227.38,17.02
2548,202104,1027,108,2701,0.655,0.308,0.0066,1539.12,260.47,183.35,77.13,17.83,112.5,1260.82,317.02,20.6
2549,202104,1027,110,12836,0.646,0.236,0.0066,7554.8,1478.3,870.31,607.99,84.72,435.05,5991.78,2522.15,33.38
2550,202104,1030,100,3394,3.708,1.533,0.03,11055.66,1032.06,735.43,296.62,101.82,183.03,9921.78,4537.06,41.04
2551,202104,1030,101,1260,3.729,1.578,0.03,4074.0,622.09,358.42,263.68,37.8,92.83,3414.11,1333.01,32.72
2552,202104,1030,102,2134,3.336,1.225,0.03,6908.44,1458.17,960.01,498.16,64.02,148.71,5386.25,2622.49,37.96
2553,202104,1030,103,1904,3.703,1.479,0.03,5827.68,575.67,404.22,171.45,57.12,125.74,5194.89,2253.03,38.66
2554,202104,1030,105,1389,3.71,1.3,0.03,4451.54,712.01,480.99,231.01,41.67,79.0,3697.86,1812.52,40.72
2555,202104,1030,108,3230,3.646,1.621,0.03,10121.73,2153.79,1515.15,638.64,96.9,147.12,7871.04,2489.53,24.6
2556,202104,1030,109,10404,3.375,1.263,0.03,32443.27,6496.3,4739.4,1756.91,312.12,717.22,25634.85,11776.95,36.3
2557,202104,1031,100,3160,3.009,1.492,0.0528,8294.97,1721.81,1199.68,522.12,166.85,112.16,6406.31,1578.8,19.03
2558,202104,1031,102,3269,2.907,1.272,0.0528,8850.73,830.8,497.59,333.2,172.6,260.53,7847.33,3427.45,38.73
2559,202104,1031,103,1566,2.774,1.089,0.0528,4259.17,552.88,295.61,257.27,82.68,79.16,3623.61,1838.99,43.18
2560,202104,1031,105,2505,2.817,1.374,0.0528,6019.16,803.6,408.77,394.83,132.26,167.53,5083.29,1473.52,24.48
2561,202104,1031,108,2344,3.097,1.373,0.0528,6306.22,1089.39,823.03,266.37,123.76,91.35,5093.07,1783.53,28.28
2562,202104,1031,109,9640,3.087,1.297,0.0528,26073.55,3320.75,2331.02,989.72,508.99,794.57,22243.81,8944.45,34.3
2563,202104,1031,110,9981,2.834,1.313,0.0528,26926.02,5222.26,3174.44,2047.83,527.0,369.36,21176.76,7707.31,28.62
2564,202104,1034,102,3327,2.593,1.13,0.04,8232.15,710.46,398.4,312.06,133.08,218.16,7388.61,3410.2,41.43
2565,202104,1034,103,2649,2.834,1.309,0.04,6447.27,1294.48,685.26,609.22,105.96,127.34,5046.83,1451.85,22.52
2566,202104,1034,105,3103,2.883,1.174,0.04,7768.28,724.89,464.62,260.27,124.12,242.74,6919.27,3032.61,39.04
2567,202104,1034,106,1606,2.617,1.29,0.04,4060.15,780.9,402.27,378.63,64.24,74.42,3215.01,1069.18,26.33
2568,202104,1034,108,3493,2.815,1.055,0.04,8722.64,859.09,523.07,336.02,139.72,290.26,7723.83,3750.19,42.99
2569,202104,1034,109,6928,2.652,1.036,0.04,17536.48,2059.45,1564.78,494.67,277.12,477.93,15199.91,7543.06,43.01
2570,202104,1034,110,11427,2.78,1.349,0.04,29024.13,4164.96,2270.2,1894.76,457.08,398.64,24402.09,8587.6,29.59
2571,202104,1035,100,2172,2.219,0.916,0.0264,4381.75,680.81,539.57,141.23,57.34,104.79,3643.6,1550.01,35.37
2572,202104,1035,102,1591,2.033,1.037,0.0264,3041.48,651.2,344.38,306.82,42.0,113.72,2348.28,584.85,19.23
2573,202104,1035,103,3174,2.215,0.803,0.0264,6172.1,1347.52,1041.03,306.49,83.79,211.09,4740.79,1980.21,32.08
2574,202104,1035,104,6005,2.284,0.925,0.0264,11632.71,1960.84,1318.05,642.8,158.53,189.05,9513.33,3771.89,32.42
2575,202104,1035,105,2813,2.267,0.784,0.0264,5690.15,1005.78,515.84,489.94,74.26,126.98,4610.11,2279.08,40.05
2576,202104,1035,107,1978,2.056,0.918,0.0264,3970.67,575.11,296.27,278.84,52.22,103.88,3343.34,1422.67,35.83
2577,202104,1035,108,1915,2.14,1.003,0.0264,3819.74,314.28,215.21,99.07,50.56,82.31,3454.91,1451.48,38.0
2578,202104,1035,110,9353,2.221,1.07,0.0264,18428.3,4019.12,2507.78,1511.34,246.92,319.08,14162.26,3839.45,20.83
2579,202104,1036,100,1276,2.171,0.749,0.03,2563.1,255.42,153.75,101.67,38.28,59.18,2269.4,1254.75,48.95
2580,202104,1036,101,2140,2.251,0.818,0.03,4215.88,508.66,391.71,116.95,64.2,100.95,3643.02,1792.07,42.51
2581,202104,1036,102,2059,2.137,1.071,0.03,3848.41,396.67,224.46,172.21,61.77,168.48,3389.97,1016.27,26.41
2582,202104,1036,103,1350,2.267,0.798,0.03,2570.03,527.12,363.73,163.39,40.5,94.21,2002.41,830.24,32.3
2583,202104,1036,104,5229,2.278,1.025,0.03,9922.13,1062.06,772.72,289.35,156.87,451.01,8703.2,2894.3,29.17
2584,202104,1036,106,1905,2.049,0.852,0.03,3822.64,638.48,373.21,265.27,57.15,110.65,3127.01,1394.15,36.47
2585,202104,1036,110,8976,2.228,1.082,0.03,17967.65,2012.32,1506.03,506.3,269.28,306.48,15686.05,5665.06,31.53
2586,202104,1037,101,3483,0.623,0.282,0.0066,1920.56,290.94,227.04,63.9,22.99,120.26,1606.63,505.89,26.34
2587,202104,1037,103,1660,0.685,0.254,0.0066,993.16,211.41,158.63,52.78,10.96,77.23,770.8,271.23,27.31
2588,202104,1037,105,1932,0.674,0.323,0.0066,1079.76,228.25,163.64,64.6,12.75,95.02,838.76,119.71,11.09
2589,202104,1037,109,8836,0.64,0.3,0.0066,5201.8,795.86,629.46,166.4,58.32,747.83,4347.62,950.15,18.27
2590,202104,1037,110,7818,0.644,0.283,0.0066,4452.92,872.04,501.83,370.2,51.6,375.85,3529.28,938.69,21.08
2591,202104,1038,100,1128,1.379,0.621,0.0297,1549.41,334.26,167.92,166.34,33.5,59.07,1181.64,421.53,27.21
2592,202104,1038,101,795,1.508,0.66,0.0297,1096.07,197.73,152.31,45.42,23.61,63.48,874.73,286.7,26.16
2593,202104,1038,105,935,1.433,0.607,0.0297,1115.85,111.95,56.97,54.99,27.77,66.65,976.13,341.58,30.61
2594,202104,1038,106,955,1.41,0.562,0.0297,1292.39,150.57,88.54,62.04,28.36,53.2,1113.45,523.15,40.48
2595,202104,1038,109,1662,1.374,0.713,0.0297,2264.79,324.87,170.25,154.62,49.36,120.3,1890.56,585.56,25.85
2596,202104,1038,110,3102,1.516,0.694,0.0297,4044.97,569.35,409.13,160.22,92.13,98.63,3383.49,1132.35,27.99
2597,202104,1041,100,1770,3.268,1.4,0.1188,5752.55,1264.01,877.07,386.94,210.28,56.33,4278.26,1744.78,30.33
2598,202104,1041,102,3275,3.599,1.65,0.1188,10385.33,1469.9,902.36,567.53,389.07,261.45,8526.36,2860.18,27.54
2599,202104,1041,103,3755,3.245,1.7,0.1188,10700.38,1119.44,829.62,289.81,446.09,223.2,9134.85,2528.37,23.63
2600,202104,1041,105,1957,3.613,1.191,0.1188,6175.35,814.35,485.44,328.92,232.49,62.21,5128.5,2735.93,44.3
2601,202104,1041,109,9394,3.425,1.365,0.1188,28853.96,5332.84,2985.63,2347.21,1116.01,528.21,22405.11,9057.6,31.39
2602,202104,1041,110,7410,3.32,1.774,0.1188,23850.16,2219.51,1119.95,1099.56,880.31,565.48,20750.34,7036.19,29.5
2603,202104,1043,100,3617,2.918,1.377,0.0135,9260.15,901.34,554.97,346.37,48.83,154.44,8309.98,3175.14,34.29
2604,202104,1043,102,3427,2.838,1.016,0.0135,8961.09,1308.56,1015.97,292.58,46.26,220.66,7606.27,3903.51,43.56
2605,202104,1043,103,4187,2.664,0.988,0.0135,10696.31,987.78,513.56,474.22,56.52,202.83,9652.01,5311.44,49.66
2606,202104,1043,105,1399,2.967,1.032,0.0135,2973.04,493.99,378.15,115.84,18.89,73.53,2460.17,942.2,31.69
2607,202104,1043,108,1987,2.718,1.199,0.0135,4861.28,977.45,555.73,421.72,26.82,150.08,3857.01,1324.81,27.25
2608,202104,1043,110,14815,3.031,1.045,0.0135,38267.83,5964.61,4074.79,1889.81,200.0,1174.54,32103.22,15446.99,40.37
2609,202104,1044,100,3715,7.091,2.802,0.054,22828.71,3803.66,2482.39,1321.26,200.61,318.45,18824.44,8096.1,35.46
2610,202104,1044,101,3254,6.875,3.014,0.054,19717.82,3616.92,2673.54,943.39,175.72,171.59,15925.18,5945.22,30.15
2611,202104,1044,102,2785,6.992,2.69,0.054,17691.79,3736.64,2892.41,844.23,150.39,133.14,13804.76,6179.15,34.93
2612,202104,1044,103,2559,7.165,2.768,0.054,15418.21,2774.44,2131.12,643.32,138.19,216.66,12505.58,5204.51,33.76
2613,202104,1044,105,2525,6.567,3.159,0.054,15840.82,2543.35,1383.63,1159.71,136.35,142.76,13161.12,5041.85,31.83
2614,202104,1044,106,3190,7.205,3.352,0.054,20347.93,3651.54,2376.98,1274.56,172.26,147.87,16524.13,5684.3,27.94
2615,202104,1044,108,2565,6.421,2.984,0.054,16173.5,1935.71,1062.17,873.54,138.51,214.1,14099.28,6230.28,38.52
2616,202104,1044,109,10963,6.771,2.927,0.054,63346.73,12104.44,8910.67,3193.77,592.0,572.21,50650.29,17985.87,28.39
2617,202104,1044,110,15907,7.039,2.298,0.054,98081.63,17542.31,13687.74,3854.57,858.98,1315.14,79680.34,41816.53,42.63
2618,202104,1048,100,1635,3.776,1.483,0.1056,5345.8,879.94,690.24,189.7,172.66,68.72,4293.2,1799.66,33.67
2619,202104,1048,101,2088,3.452,1.21,0.1056,6676.65,1062.07,676.03,386.04,220.49,170.82,5394.08,2697.53,40.4
2620,202104,1048,102,1717,3.726,1.737,0.1056,5422.22,906.2,468.28,437.92,181.32,116.31,4334.7,1236.55,22.81
2621,202104,1048,103,1735,3.382,1.382,0.1056,5358.38,882.06,698.25,183.82,183.22,104.42,4293.1,1790.77,33.42
2622,202104,1048,104,3338,3.408,1.782,0.1056,10990.87,1990.67,1344.38,646.3,352.49,234.45,8647.7,2464.72,22.43
2623,202104,1048,105,993,3.605,1.423,0.1056,3267.24,279.73,157.51,122.22,104.86,83.06,2882.65,1386.12,42.42
2624,202104,1048,109,6178,3.401,1.204,0.1056,20048.77,3220.79,2540.54,680.24,652.4,287.37,16175.59,8448.21,42.14
2625,202104,1048,110,5130,3.497,1.795,0.1056,16602.24,3398.15,2385.17,1012.98,541.73,395.35,12662.36,3059.99,18.43
2626,202104,1049,100,1607,3.241,1.099,0.06,4701.15,783.41,519.18,264.23,96.42,97.85,3821.32,1957.4,41.64
2627,202104,1049,103,1221,3.019,1.544,0.06,3200.75,606.02,357.97,248.05,73.26,83.47,2521.47,552.45,17.26
2628,202104,1049,105,896,3.068,1.177,0.06,2589.56,565.41,299.92,265.49,53.76,60.28,1970.39,855.84,33.05
2629,202104,1049,106,1615,3.122,1.265,0.06,4629.0,385.44,212.28,173.16,96.9,95.98,4146.66,2008.46,43.39
2630,202104,1049,109,4395,3.09,1.031,0.06,12312.44,1302.99,818.46,484.53,263.7,209.63,10745.75,6003.84,48.76
2631,202104,1049,110,6133,3.114,1.516,0.06,16789.1,2819.31,1851.78,967.53,367.98,254.28,13601.81,4048.86,24.12
2632,202104,1051,100,2135,2.015,0.98,0.04,3717.47,743.86,407.36,336.49,85.4,154.73,2888.21,641.41,17.25
2633,202104,1051,101,1617,1.957,0.723,0.04,2829.87,492.6,327.25,165.35,64.68,141.29,2272.59,961.67,33.98
2634,202104,1051,102,1635,1.856,0.862,0.04,3017.04,332.92,170.0,162.92,65.4,122.35,2618.72,1086.83,36.02
2635,202104,1051,105,1427,2.014,0.781,0.04,2619.13,569.58,336.33,233.25,57.08,45.39,1992.47,832.15,31.77
2636,202104,1051,106,688,2.052,0.753,0.04,1247.4,174.77,132.94,41.83,27.52,58.07,1045.11,469.12,37.61
2637,202104,1051,107,2456,1.901,0.765,0.04,4505.38,946.65,601.86,344.79,98.24,86.04,3460.49,1496.65,33.22
2638,202104,1051,108,1039,1.944,0.97,0.04,1908.27,255.99,162.85,93.14,41.56,82.37,1610.72,520.09,27.25
2639,202104,1051,110,7909,1.89,0.737,0.04,14286.15,1632.97,914.64,718.32,316.36,316.71,12336.82,6187.97,43.31
2640,202104,1052,100,1080,2.32,0.874,0.0528,2229.79,260.53,136.04,124.49,57.02,56.0,1912.23,911.86,40.89
2641,202104,1052,102,2471,2.344,1.056,0.0528,4987.24,775.66,473.25,302.41,130.47,87.65,4081.11,1384.22,27.76
2642,202104,1052,103,1240,2.216,0.797,0.0528,2408.94,252.41,160.3,92.11,65.47,71.75,2091.06,1031.23,42.81
2643,202104,1052,110,5642,2.443,1.157,0.0528,11784.75,2047.66,1223.5,824.15,297.9,421.38,9439.2,2490.91,21.14
2644,202104,1054,101,1247,1.833,0.833,0.03,2000.17,389.8,277.37,112.43,37.41,87.66,1572.96,447.17,22.36
2645,202104,1054,103,855,1.784,0.74,0.03,1348.71,204.08,162.64,41.44,25.65,37.7,1118.98,448.5,33.25
2646,202104,1054,104,1683,1.634,0.591,0.03,2662.5,284.65,220.64,64.01,50.49,73.67,2327.36,1258.48,47.27
2647,202104,1054,105,1149,1.633,0.591,0.03,1844.93,294.32,204.39,89.93,34.47,57.6,1516.14,779.64,42.26
2648,202104,1054,106,742,1.699,0.857,0.03,1093.4,145.54,115.85,29.69,22.26,66.22,925.6,223.17,20.41
2649,202104,1054,109,4443,1.62,0.829,0.03,7105.15,1175.41,776.49,398.92,133.29,185.61,5796.45,1927.1,27.12
2650,202104,1054,110,4491,1.735,0.615,0.03,7128.97,1547.14,1190.18,356.96,134.73,267.57,5447.1,2418.0,33.92
2651,202104,1056,100,720,1.916,0.85,0.0396,1250.08,204.52,111.45,93.07,28.51,38.95,1017.05,365.8,29.26
2652,202104,1056,102,1248,1.847,0.737,0.0396,2178.37,181.08,102.82,78.26,49.42,67.89,1947.87,960.24,44.08
2653,202104,1056,104,2322,1.811,0.943,0.0396,4047.89,714.6,567.82,146.78,91.95,88.48,3241.34,964.24,23.82
2654,202104,1056,105,1295,2.012,0.77,0.0396,2292.49,247.38,190.58,56.81,51.28,42.94,1993.83,953.46,41.59
2655,202104,1056,108,1419,1.881,0.932,0.0396,2514.02,436.18,285.64,150.54,56.19,97.86,2021.64,601.25,23.92
2656,202104,1056,110,5766,1.952,0.912,0.0396,10128.72,1258.91,809.41,449.51,228.33,274.38,8641.47,3106.56,30.67
2657,202104,1057,100,858,0.78,0.275,0.0099,615.17,121.0,73.58,47.42,8.49,41.37,485.68,208.28,33.86
2658,202104,1057,102,1166,0.796,0.334,0.0099,842.56,119.85,64.24,55.61,11.54,71.99,711.17,249.82,29.65
2659,202104,1057,103,1273,0.733,0.345,0.0099,929.11,158.55,84.5,74.05,12.6,92.71,757.96,226.35,24.36
2660,202104,1057,106,754,0.803,0.319,0.0099,540.99,103.88,65.83,38.05,7.46,33.89,429.65,155.08,28.67
2661,202104,1057,108,1559,0.755,0.292,0.0099,1116.94,123.49,63.09,60.4,15.43,77.11,978.02,445.76,39.91
2662,202104,1057,110,4714,0.721,0.362,0.0099,3356.33,349.97,200.31,149.65,46.67,233.65,2959.69,1019.81,30.38
2663,202104,1058,100,1047,1.883,0.691,0.03,1776.7,224.91,172.37,52.55,31.41,54.58,1520.38,742.8,41.81
2664,202104,1058,101,1331,1.947,0.838,0.03,2274.35,286.48,150.42,136.06,39.93,114.31,1947.94,717.78,31.56
2665,202104,1058,104,2451,1.818,0.852,0.03,4056.52,677.79,488.91,188.88,73.53,158.1,3305.2,1059.22,26.11
2666,202104,1058,106,1011,1.762,0.862,0.03,1674.48,233.49,132.82,100.68,30.33,33.07,1410.66,506.41,30.24
2667,202104,1058,107,1736,1.947,0.658,0.03,2872.54,343.85,274.18,69.68,52.08,60.2,2476.61,1273.94,44.35
2668,202104,1058,108,957,1.753,0.619,0.03,1578.09,195.89,147.8,48.1,28.71,32.05,1353.49,729.52,46.23
2669,202104,1058,110,3608,1.732,0.735,0.03,6126.8,592.74,318.39,274.36,108.24,188.07,5425.82,2587.34,42.23
2670,202104,1059,100,683,1.232,0.606,0.0165,764.87,113.78,74.02,39.76,11.27,58.64,639.82,167.22,21.86
2671,202104,1059,101,729,1.223,0.472,0.0165,774.98,162.94,105.66,57.28,12.03,49.33,600.01,206.94,26.7
2672,202104,1059,102,697,1.191,0.57,0.0165,781.1,122.13,62.41,59.73,11.5,50.0,647.46,199.88,25.59
2673,202104,1059,103,587,1.258,0.508,0.0165,656.42,108.74,61.88,46.86,9.69,48.83,537.99,190.71,29.05
2674,202104,1059,104,1156,1.217,0.552,0.0165,1218.08,219.24,169.22,50.02,19.07,62.31,979.77,279.82,22.97
2675,202104,1059,108,563,1.252,0.525,0.0165,621.86,71.43,56.53,14.9,9.29,32.11,541.14,213.72,34.37
2676,202104,1059,109,2110,1.19,0.419,0.0165,2261.83,398.91,291.14,107.77,34.82,166.8,1828.1,776.8,34.34
2677,202104,1059,110,2300,1.194,0.596,0.0165,2501.11,289.7,162.61,127.09,37.95,150.8,2173.46,652.43,26.09
2678,202105,1001,101,4548,0.758,0.236,0.0198,2869.92,262.63,140.67,121.96,90.05,169.85,2517.24,1274.03,44.39
2679,202105,1001,102,4625,0.733,0.287,0.0198,3045.58,625.93,452.1,173.83,91.58,301.26,2328.08,698.49,22.93
2680,202105,1001,103,3935,0.665,0.259,0.0198,2581.51,278.64,193.41,85.23,77.91,217.24,2224.95,989.29,38.32
2681,202105,1001,105,4383,0.726,0.311,0.0198,2832.38,537.03,407.87,129.16,86.78,144.28,2208.57,703.28,24.83
2682,202105,1001,108,4809,0.712,0.335,0.0198,3020.59,545.6,274.93,270.67,95.22,412.21,2379.77,356.4,11.8
2683,202105,1001,109,20897,0.663,0.31,0.0198,13103.55,1494.9,841.83,653.07,413.76,1791.25,11194.89,2920.24,22.29
2684,202105,1001,110,21327,0.664,0.312,0.0198,13406.43,1860.38,1086.66,773.72,422.27,885.07,11123.77,3585.75,26.75
2685,202105,1002,101,4821,2.491,0.834,0.09,10687.82,2064.63,1544.66,519.98,433.89,187.05,8189.3,3979.56,37.23
2686,202105,1002,102,3156,2.446,1.192,0.09,7292.53,708.79,376.81,331.98,284.04,255.83,6299.7,2280.87,31.28
2687,202105,1002,103,3538,2.724,1.289,0.09,8349.32,1428.83,1012.14,416.69,318.42,309.79,6602.07,1731.78,20.74
2688,202105,1002,106,6768,2.601,1.201,0.09,15534.61,3389.22,2492.74,896.48,609.12,430.8,11536.27,2974.47,19.15
2689,202105,1002,107,7465,2.605,1.172,0.09,17467.64,2710.77,1598.39,1112.37,671.85,251.84,14085.02,5085.0,29.11
2690,202105,1002,108,5490,2.543,1.101,0.09,12917.64,1753.63,1061.62,692.01,494.1,328.25,10669.91,4299.91,33.29
2691,202105,1002,109,10047,2.392,1.039,0.09,23833.91,2324.62,1609.47,715.15,904.23,737.35,20605.06,9430.13,39.57
2692,202105,1002,110,25498,2.591,1.097,0.09,59150.18,7031.53,3776.34,3255.19,2294.82,1460.71,49823.83,20391.74,34.47
2693,202105,1003,100,6510,2.184,0.748,0.027,12459.75,2306.14,1447.47,858.67,175.77,392.19,9977.84,4718.19,37.87
2694,202105,1003,102,8115,1.97,0.751,0.027,15515.2,1733.81,1314.86,418.96,219.1,628.87,13562.28,6837.88,44.07
2695,202105,1003,103,4592,2.198,0.711,0.027,8378.52,1511.14,1207.6,303.53,123.98,212.95,6743.4,3264.92,38.97
2696,202105,1003,104,6856,2.143,0.744,0.027,13239.59,1806.67,1365.22,441.45,185.11,350.72,11247.81,5796.19,43.78
2697,202105,1003,108,3050,2.03,0.807,0.027,5820.15,849.78,535.75,314.02,82.35,186.72,4888.02,2238.59,38.46
2698,202105,1003,109,17529,1.974,0.85,0.027,33330.84,7005.18,4270.7,2734.49,473.28,1075.25,25852.37,9882.36,29.65
2699,202105,1003,110,15115,2.219,0.866,0.027,28048.24,3938.5,2550.96,1387.54,408.1,535.62,23701.63,10076.55,35.93
2700,202105,1005,101,7689,2.013,0.845,0.09,13870.48,1825.61,1362.25,463.36,692.01,575.98,11352.86,4279.38,30.85
2701,202105,1005,102,3953,2.072,0.869,0.09,7278.46,1182.73,871.12,311.61,355.77,141.71,5739.96,2163.34,29.72
2702,202105,1005,104,13266,1.901,0.879,0.09,23782.31,4736.85,3285.47,1451.37,1193.94,572.21,17851.52,5624.49,23.65
2703,202105,1005,105,6109,1.998,0.899,0.09,11197.56,1103.69,616.71,486.98,549.81,358.53,9544.06,3696.51,33.01
2704,202105,1005,106,3040,1.976,0.888,0.09,4996.7,1006.37,533.44,472.93,273.6,173.22,3716.73,842.63,16.86
2705,202105,1005,108,5409,1.894,0.912,0.09,9903.38,2158.99,1719.86,439.13,486.81,343.04,7257.58,1981.53,20.01
2706,202105,1005,110,19228,1.914,0.969,0.09,34861.73,3002.78,1554.35,1448.44,1730.52,1109.0,30128.43,10383.76,29.79
2707,202105,1007,101,7490,0.612,0.327,0.0198,4474.09,916.75,693.1,223.65,148.3,573.26,3409.04,387.54,8.66
2708,202105,1007,102,7986,0.658,0.301,0.0198,4786.75,882.72,509.89,372.83,158.12,269.46,3745.91,1075.58,22.47
2709,202105,1007,103,1596,0.679,0.302,0.0198,967.73,1146.8350599292028,54.49,31.34,31.6,91.24,850.3,277.8,28.71
2710,202105,1007,104,11619,0.647,0.262,0.0198,6893.19,1276.12,953.89,322.23,230.06,832.27,5387.01,1512.56,21.94
2711,202105,1007,105,5993,0.607,0.214,0.0198,3376.09,678.49,431.07,247.42,118.66,423.77,2578.94,873.55,25.87
2712,202105,1007,108,6672,0.632,0.319,0.0198,4024.47,403.31,289.81,113.49,132.11,500.23,3489.05,860.29,21.38
2713,202105,1007,110,16818,0.665,0.317,0.0198,9937.59,1130.44,902.59,227.86,333.0,794.19,8474.15,2347.26,23.62
2714,202105,1011,100,4626,2.414,0.951,0.0792,10165.63,892.9,658.06,234.85,366.38,223.7,8906.35,4282.75,42.13
2715,202105,1011,102,7193,2.472,0.96,0.0792,14953.47,2829.87,1421.49,1408.38,569.69,457.38,11553.91,4188.79,28.01
2716,202105,1011,104,14717,2.492,0.806,0.0792,30427.91,3908.34,2375.96,1532.38,1165.59,1189.16,25353.98,12309.44,40.45
2717,202105,1011,106,4435,2.28,1.058,0.0792,9670.99,1871.9,1437.9,434.0,351.25,203.3,7447.84,2554.06,26.41
2718,202105,1011,108,8386,2.271,0.829,0.0792,17873.28,2350.3,1554.25,796.04,664.17,736.07,14858.81,7172.81,40.13
2719,202105,1011,110,16481,2.234,1.049,0.0792,35780.07,5501.79,2942.43,2559.36,1305.3,1160.86,28972.99,10516.44,29.39
2720,202105,1014,100,4744,0.813,0.389,0.0198,3086.61,277.25,180.43,96.82,93.93,152.17,2715.43,716.71,23.22
2721,202105,1014,101,4884,0.795,0.349,0.0198,3468.21,469.23,373.69,95.53,96.7,234.18,2902.28,965.08,27.83
2722,202105,1014,102,7684,0.797,0.274,0.0198,5328.73,438.75,308.51,130.24,152.14,307.03,4737.83,2328.48,43.7
2723,202105,1014,103,4655,0.74,0.323,0.0198,3291.22,424.7,337.8,86.9,92.17,167.41,2774.35,1101.23,33.46
2724,202105,1014,105,4415,0.719,0.298,0.0198,3157.9,575.86,292.44,283.42,87.42,228.12,2494.63,949.5,30.07
2725,202105,1014,108,5107,0.729,0.291,0.0198,3611.15,646.45,449.75,196.69,101.12,181.01,2863.58,1194.61,33.08
2726,202105,1014,110,19278,0.778,0.338,0.0198,13401.56,2030.81,1260.19,770.62,381.7,846.99,10989.04,3629.61,27.08
2727,202105,1017,101,7227,0.646,0.25,0.0,4360.88,622.99,371.42,251.58,0.0,319.63,3737.89,1612.1,36.97
2728,202105,1017,102,10244,0.638,0.281,0.0,6168.24,1080.25,665.13,415.11,0.0,613.32,5087.99,1593.15,25.83
2729,202105,1017,103,7382,0.603,0.286,0.0,4109.71,538.89,392.19,146.7,0.0,631.64,3570.82,829.66,20.19
2730,202105,1017,105,5289,0.629,0.265,0.0,3132.7,379.19,252.95,126.24,0.0,353.5,2753.51,997.8,31.85
2731,202105,1017,109,18055,0.643,0.212,0.0,10778.1,1898.4,1034.06,864.34,0.0,1284.74,8879.7,3762.36,34.91
2732,202105,1017,110,38662,0.67,0.211,0.0,22630.6,2286.48,1798.77,487.71,0.0,2643.24,20344.12,9557.38,42.23
2733,202105,1020,100,4009,0.684,0.231,0.0,2604.14,378.25,245.16,133.09,0.0,287.65,2225.89,1012.9,38.9
2734,202105,1020,102,6379,0.678,0.239,0.0,4119.77,547.59,297.67,249.92,0.0,370.6,3572.18,1679.29,40.76
2735,202105,1020,107,8092,0.737,0.234,0.0,4809.64,729.24,459.79,269.44,0.0,346.77,4080.4,1843.41,38.33
2736,202105,1020,108,7087,0.666,0.261,0.0,4462.12,492.88,323.42,169.46,0.0,251.7,3969.24,1868.75,41.88
2737,202105,1020,110,20924,0.716,0.301,0.0,13424.29,2747.63,1427.71,1319.93,0.0,818.27,10676.66,3553.13,26.47
2738,202105,1022,100,6908,0.641,0.255,0.0,4113.29,764.75,421.82,342.94,0.0,435.67,3348.54,1154.68,28.07
2739,202105,1022,101,8522,0.628,0.253,0.0,4724.26,703.41,496.43,206.98,0.0,316.73,4020.85,1551.71,32.85
2740,202105,1022,102,7716,0.637,0.234,0.0,4579.67,864.09,673.26,190.83,0.0,681.13,3715.58,1229.36,26.84
2741,202105,1022,103,10546,0.644,0.293,0.0,6308.13,638.08,457.87,180.21,0.0,581.93,5670.05,2002.8,31.75
2742,202105,1022,104,9231,0.608,0.273,0.0,5540.01,583.86,332.83,251.04,0.0,634.03,4956.15,1799.09,32.47
2743,202105,1022,105,5116,0.655,0.314,0.0,3066.41,311.13,159.77,151.36,0.0,228.04,2755.28,921.66,30.06
2744,202105,1022,106,5781,0.68,0.304,0.0,3395.06,707.52,551.7,155.81,0.0,353.02,2687.54,576.21,16.97
2745,202105,1022,107,3817,0.651,0.309,0.0,2288.68,450.0,254.37,195.63,0.0,212.52,1838.68,445.4,19.46
