promo_event_id,promo_key,product_key,retailer_key,region_key,start_date_key,end_date_key,planned_discount_pct,promo_price_eur,planned_units,display_flag,feature_flag
504914,203,1004,102,14,202315,202317,0.197,0.87,1124,1,1
504915,201,1004,102,14,202427,202427,0.223,0.84,422,0,1
504916,201,1004,102,14,202428,202430,0.142,0.93,1249,0,1
504917,202,1004,102,14,202449,202449,0.088,0.99,148,1,0
504918,202,1004,102,14,202536,202538,0.089,0.98,1031,1,0
504919,201,1004,102,14,202543,202545,0.242,0.82,1314,0,1
504920,201,1004,102,14,202603,202603,0.176,0.89,360,0,1
504921,204,1004,102,14,202604,202604,0.339,0.71,468,0,0
504922,201,1004,102,14,202621,202622,0.216,0.85,841,0,1
504923,205,1004,102,14,202624,202625,0.083,0.99,778,0,0
504924,202,1004,102,12,202223,202223,0.08,0.99,622,1,0
504925,203,1004,102,12,202232,202232,0.202,0.86,579,1,1
504926,201,1004,102,12,202235,202236,0.196,0.87,1295,0,1
504927,206,1004,102,12,202239,202239,0.041,1.04,309,0,0
504928,200,1004,102,12,202313,202315,0.118,0.95,1361,0,0
504929,204,1004,102,12,202329,202330,0.233,0.83,1659,0,0
504930,200,1004,102,12,202345,202346,0.18,0.89,828,0,0
504931,205,1004,102,12,202403,202404,0.067,1.01,585,0,0
504932,203,1004,102,12,202428,202429,0.179,0.89,1313,1,1
504933,201,1004,102,12,202431,202432,0.185,0.88,1371,0,1
504934,201,1004,102,12,202446,202446,0.211,0.85,550,0,1
504935,202,1004,102,12,202501,202502,0.117,0.95,619,1,0
504936,200,1004,102,12,202522,202523,0.134,0.94,1244,0,0
504937,201,1004,102,12,202610,202610,0.16,0.91,512,0,1
504938,204,1004,102,12,202612,202613,0.362,0.69,1172,0,0
504939,201,1004,102,12,202622,202622,0.246,0.81,779,0,1
504940,206,1004,102,13,202220,202220,0.06,1.02,159,0,0
504941,201,1004,102,13,202227,202229,0.201,0.86,711,0,1
504942,201,1004,102,13,202237,202238,0.227,0.84,454,0,1
504943,202,1004,102,13,202239,202241,0.12,0.95,693,1,0
504944,205,1004,102,13,202243,202245,0.067,1.01,509,0,0
504945,205,1004,102,13,202252,202301,0.069,1.01,321,0,0
504946,202,1004,102,13,202305,202307,0.116,0.95,465,1,0
504947,202,1004,102,13,202321,202321,0.098,0.97,293,1,0
504948,201,1004,102,13,202410,202410,0.166,0.9,198,0,1
504949,205,1004,102,13,202427,202427,0.072,1.0,298,0,0
504950,200,1004,102,13,202430,202432,0.129,0.94,863,0,0
504951,205,1004,102,13,202448,202450,0.085,0.99,472,0,0
504952,205,1004,102,13,202515,202515,0.084,0.99,138,0,0
504953,204,1004,102,13,202544,202544,0.347,0.71,325,0,0
504954,204,1004,102,13,202549,202551,0.269,0.79,537,0,0
504955,202,1004,102,13,202609,202609,0.079,0.99,133,1,0
504956,201,1004,102,13,202617,202618,0.171,0.9,419,0,1
504957,204,1005,102,13,202106,202108,0.375,1.14,595,0,0
504958,202,1005,102,13,202116,202117,0.084,1.68,242,1,0
504959,200,1005,102,13,202225,202225,0.187,1.49,347,0,0
504960,206,1005,102,13,202232,202234,0.058,1.72,588,0,0
504961,201,1005,102,13,202315,202315,0.243,1.38,227,0,1
504962,205,1005,102,13,202342,202343,0.066,1.71,337,0,0
504963,202,1005,102,13,202409,202410,0.107,1.64,292,1,0
504964,202,1005,102,13,202439,202440,0.092,1.66,317,1,0
504965,201,1005,102,13,202505,202505,0.254,1.37,208,0,1
504966,200,1005,102,13,202545,202546,0.148,1.56,361,0,0
504967,205,1005,102,13,202615,202616,0.098,1.65,339,0,0
504968,204,1005,102,13,202620,202620,0.273,1.33,293,0,0
504969,200,1005,102,11,202201,202201,0.19,1.48,187,0,0
504970,203,1005,102,11,202221,202223,0.309,1.26,988,1,1
504971,205,1005,102,11,202251,202301,0.081,1.68,444,0,0
504972,200,1005,102,11,202310,202312,0.136,1.58,832,0,0
504973,206,1005,102,11,202333,202334,0.05,1.74,631,0,0
504974,200,1005,102,11,202339,202341,0.127,1.6,715,0,0
504975,206,1005,102,11,202420,202422,0.036,1.76,898,0,0
504976,205,1005,102,11,202436,202438,0.081,1.68,870,0,0
504977,202,1005,102,11,202439,202440,0.076,1.69,558,1,0
504978,206,1005,102,11,202451,202501,0.06,1.72,675,0,0
504979,202,1005,102,11,202508,202509,0.094,1.66,404,1,0
504980,200,1005,102,11,202515,202515,0.181,1.5,327,0,0
504981,206,1005,102,11,202520,202520,0.059,1.72,280,0,0
504982,200,1005,102,11,202522,202523,0.164,1.53,603,0,0
504983,201,1005,102,11,202542,202544,0.244,1.38,787,0,1
504984,205,1005,102,11,202604,202605,0.062,1.72,370,0,0
504985,205,1005,102,11,202606,202608,0.097,1.65,659,0,0
504986,205,1005,102,11,202612,202614,0.057,1.73,775,0,0
504987,202,1005,102,14,202110,202112,0.125,1.6,288,1,0
504988,204,1005,102,14,202115,202117,0.315,1.25,404,0,0
504989,206,1005,102,14,202129,202131,0.048,1.74,303,0,0
504990,203,1005,102,14,202133,202135,0.312,1.26,555,1,1
504991,204,1005,102,14,202217,202217,0.355,1.18,154,0,0
504992,202,1005,102,14,202233,202235,0.107,1.63,456,1,0
504993,206,1005,102,14,202304,202304,0.064,1.71,68,0,0
504994,202,1005,102,14,202312,202314,0.106,1.64,516,1,0
504995,203,1005,102,14,202434,202435,0.294,1.29,399,1,1
504996,205,1005,102,14,202509,202511,0.078,1.69,263,0,0
504997,201,1005,102,14,202524,202525,0.219,1.43,410,0,1
504998,205,1005,102,14,202550,202552,0.097,1.65,297,0,0
504999,203,1005,102,10,202203,202203,0.178,1.5,293,1,1
505000,205,1005,102,10,202218,202219,0.098,1.65,623,0,0
505001,204,1005,102,10,202226,202228,0.343,1.2,2052,0,0
505002,206,1005,102,10,202249,202249,0.051,1.74,237,0,0
505003,200,1005,102,10,202301,202303,0.131,1.59,686,0,0
505004,201,1005,102,10,202309,202310,0.199,1.47,476,0,1
505005,205,1005,102,10,202321,202322,0.064,1.71,461,0,0
505006,200,1005,102,10,202337,202337,0.164,1.53,338,0,0
505007,200,1005,102,10,202347,202347,0.183,1.49,326,0,0
505008,203,1005,102,10,202419,202419,0.194,1.47,498,1,1
505009,206,1005,102,10,202451,202451,0.064,1.71,172,0,0
505010,201,1005,102,10,202523,202524,0.242,1.39,1120,0,1
505011,206,1005,102,10,202537,202537,0.058,1.72,273,0,0
505012,206,1005,102,10,202618,202619,0.049,1.74,504,0,0
505013,200,1005,102,10,202623,202623,0.132,1.59,298,0,0
505014,202,1005,102,12,202124,202125,0.096,1.65,428,1,0
505015,205,1005,102,12,202139,202139,0.094,1.66,129,0,0
505016,200,1005,102,12,202142,202143,0.191,1.48,317,0,0
505017,202,1005,102,12,202216,202218,0.106,1.64,498,1,0
505018,204,1005,102,12,202221,202221,0.405,1.09,322,0,0
505019,202,1005,102,12,202228,202228,0.126,1.6,188,1,0
505020,202,1005,102,12,202245,202245,0.105,1.64,190,1,0
505021,201,1005,102,12,202248,202248,0.223,1.42,228,0,1
505022,202,1005,102,12,202322,202322,0.126,1.6,164,1,0
505023,202,1005,102,12,202328,202329,0.092,1.66,528,1,0
505024,201,1005,102,12,202413,202413,0.191,1.48,135,0,1
505025,206,1005,102,12,202422,202424,0.046,1.75,420,0,0
505026,204,1005,102,12,202446,202448,0.421,1.06,842,0,0
505027,200,1005,102,12,202452,202501,0.119,1.61,211,0,0
505028,200,1005,102,12,202510,202511,0.183,1.5,376,0,0
505029,203,1005,102,12,202518,202519,0.296,1.29,530,1,1
505030,200,1005,102,12,202533,202535,0.107,1.63,586,0,0
505031,203,1005,102,12,202548,202549,0.276,1.32,577,1,1
505032,205,1005,102,12,202622,202624,0.1,1.65,518,0,0
505033,202,1006,102,12,202419,202421,0.119,1.3,1069,1,0
505034,203,1006,102,12,202430,202430,0.196,1.18,463,1,1
505035,200,1006,102,12,202439,202441,0.188,1.19,1220,0,0
505036,203,1006,102,12,202447,202448,0.293,1.04,929,1,1
505037,201,1006,102,12,202514,202514,0.167,1.22,386,0,1
505038,202,1006,102,12,202520,202522,0.079,1.35,1213,1,0
505039,205,1006,102,12,202524,202525,0.092,1.33,648,0,0
505040,205,1006,102,12,202526,202528,0.085,1.35,1570,0,0
505041,201,1006,102,12,202550,202550,0.197,1.18,358,0,1
505042,200,1006,102,12,202603,202604,0.133,1.27,519,0,0
505043,204,1006,102,11,202437,202439,0.317,1.0,2231,0,0
505044,200,1006,102,11,202507,202509,0.124,1.29,1493,0,0
505045,201,1006,102,11,202543,202545,0.203,1.17,1935,0,1
505046,203,1006,102,14,202352,202402,0.264,1.08,583,1,1
505047,201,1006,102,14,202428,202430,0.196,1.18,1073,0,1
505048,204,1006,102,14,202432,202434,0.317,1.0,1562,0,0
505049,203,1006,102,14,202441,202441,0.322,1.0,383,1,1
505050,204,1006,102,14,202444,202445,0.239,1.12,352,0,0
505051,201,1006,102,14,202446,202446,0.185,1.2,206,0,1
505052,201,1006,102,14,202452,202502,0.141,1.26,319,0,1
505053,206,1006,102,14,202512,202514,0.041,1.41,479,0,0
505054,201,1006,102,14,202515,202516,0.208,1.16,480,0,1
505055,200,1006,102,14,202521,202523,0.123,1.29,655,0,0
505056,204,1006,102,14,202533,202534,0.387,0.9,1048,0,0
505057,205,1006,102,14,202609,202609,0.08,1.35,197,0,0
505058,204,1006,102,14,202611,202611,0.259,1.09,271,0,0
505059,206,1006,102,14,202616,202616,0.043,1.41,158,0,0
505060,204,1006,102,14,202624,202626,0.288,1.05,1021,0,0
505061,201,1007,102,10,202037,202039,0.202,0.48,1112,0,1
505062,203,1007,102,10,202047,202048,0.319,0.41,519,1,1
505063,202,1007,102,10,202126,202126,0.096,0.54,423,1,0
505064,206,1007,102,10,202142,202144,0.057,0.57,571,0,0
505065,201,1007,102,10,202151,202201,0.22,0.47,738,0,1
505066,204,1007,102,10,202229,202230,0.292,0.42,1307,0,0
505067,201,1007,102,10,202240,202242,0.258,0.45,1330,0,1
505068,200,1007,102,10,202348,202348,0.139,0.52,313,0,0
505069,206,1007,102,10,202349,202349,0.041,0.58,250,0,0
505070,206,1007,102,10,202414,202414,0.05,0.57,368,0,0
505071,203,1007,102,10,202417,202419,0.201,0.48,1256,1,1
505072,204,1007,102,10,202431,202432,0.422,0.35,1002,0,0
505073,205,1007,102,10,202441,202442,0.099,0.54,776,0,0
505074,200,1007,102,10,202528,202529,0.111,0.53,942,0,0
505075,206,1007,102,10,202541,202541,0.056,0.57,251,0,0
505076,203,1007,102,15,202002,202004,0.244,0.45,592,1,1
505077,200,1007,102,15,202018,202019,0.172,0.5,475,0,0
505078,202,1007,102,15,202023,202025,0.094,0.54,811,1,0
505079,203,1007,102,15,202035,202035,0.175,0.49,360,1,1
505080,205,1007,102,15,202042,202043,0.083,0.55,448,0,0
505081,205,1007,102,15,202108,202108,0.069,0.56,195,0,0
505082,200,1007,102,15,202117,202117,0.187,0.49,301,0,0
505083,204,1007,102,15,202134,202134,0.396,0.36,586,0,0
505084,206,1007,102,15,202140,202140,0.062,0.56,221,0,0
505085,202,1007,102,15,202206,202206,0.109,0.53,191,1,0
505086,202,1007,102,15,202223,202225,0.127,0.52,1377,1,0
505087,206,1007,102,15,202230,202232,0.053,0.57,435,0,0
505088,202,1007,102,15,202301,202303,0.121,0.53,560,1,0
505089,203,1007,102,15,202313,202315,0.306,0.42,1029,1,1
505090,203,1007,102,15,202321,202323,0.236,0.46,984,1,1
505091,203,1007,102,15,202340,202342,0.196,0.48,993,1,1
505092,201,1007,102,15,202507,202508,0.254,0.45,468,0,1
505093,200,1007,102,15,202511,202511,0.194,0.48,279,0,0
505094,204,1007,102,15,202538,202538,0.271,0.44,413,0,0
505095,204,1007,102,15,202546,202546,0.29,0.43,347,0,0
505096,205,1007,102,15,202551,202601,0.087,0.55,530,0,0
505097,200,1007,102,15,202604,202605,0.185,0.49,453,0,0
505098,203,1007,102,15,202625,202627,0.213,0.47,1354,1,1
505099,204,1007,102,13,202032,202034,0.343,0.39,1988,0,0
505100,204,1007,102,13,202048,202050,0.366,0.38,1736,0,0
505101,203,1007,102,13,202112,202113,0.27,0.44,1497,1,1
505102,205,1007,102,13,202206,202207,0.071,0.56,624,0,0
505103,206,1007,102,13,202213,202215,0.058,0.57,1585,0,0
505104,200,1007,102,13,202221,202221,0.137,0.52,633,0,0
505105,205,1007,102,13,202331,202331,0.076,0.55,651,0,0
505106,205,1007,102,13,202338,202339,0.065,0.56,1161,0,0
505107,205,1007,102,13,202343,202345,0.066,0.56,1701,0,0
505108,202,1007,102,13,202407,202407,0.098,0.54,428,1,0
505109,201,1007,102,13,202416,202418,0.173,0.5,1830,0,1
505110,200,1007,102,13,202444,202446,0.152,0.51,1566,0,0
505111,204,1007,102,13,202508,202509,0.325,0.41,1066,0,0
505112,205,1007,102,13,202530,202530,0.077,0.55,607,0,0
505113,204,1007,102,13,202539,202541,0.363,0.38,2895,0,0
505114,202,1007,102,13,202612,202614,0.073,0.56,1814,1,0
505115,205,1007,102,14,202013,202013,0.059,0.56,516,0,0
505116,202,1007,102,14,202020,202022,0.087,0.55,1689,1,0
505117,200,1007,102,14,202027,202029,0.114,0.53,2462,0,0
505118,203,1007,102,14,202034,202035,0.234,0.46,1725,1,1
505119,201,1007,102,14,202049,202049,0.171,0.5,528,0,1
505120,201,1007,102,14,202053,202102,0.177,0.49,1311,0,1
505121,201,1007,102,14,202116,202116,0.185,0.49,672,0,1
505122,206,1007,102,14,202147,202147,0.038,0.58,610,0,0
505123,202,1007,102,14,202214,202214,0.117,0.53,554,1,0
505124,204,1007,102,14,202226,202226,0.331,0.4,1509,0,0
505125,201,1007,102,14,202230,202230,0.239,0.46,1068,0,1
505126,202,1007,102,14,202318,202320,0.103,0.54,1562,1,0
505127,200,1007,102,14,202344,202344,0.111,0.53,961,0,0
505128,203,1007,102,14,202411,202411,0.194,0.48,547,1,1
505129,200,1007,102,14,202419,202421,0.176,0.49,2926,0,0
505130,202,1007,102,14,202429,202431,0.119,0.53,2854,1,0
505131,203,1007,102,14,202452,202452,0.179,0.49,710,1,1
505132,204,1007,102,14,202504,202506,0.288,0.43,1931,0,0
505133,204,1007,102,14,202530,202532,0.247,0.45,2951,0,0
505134,206,1007,102,14,202535,202537,0.058,0.57,1771,0,0
505135,201,1007,102,14,202538,202538,0.165,0.5,743,0,1
505136,204,1007,102,14,202619,202621,0.299,0.42,3744,0,0
505137,206,1007,102,12,202026,202027,0.056,0.57,471,0,0
505138,203,1007,102,12,202104,202104,0.265,0.44,236,1,1
505139,202,1007,102,12,202122,202124,0.083,0.55,537,1,0
505140,201,1007,102,12,202127,202127,0.22,0.47,406,0,1
505141,202,1007,102,12,202142,202143,0.086,0.55,469,1,0
505142,205,1007,102,12,202201,202203,0.07,0.56,483,0,0
505143,206,1007,102,12,202207,202208,0.045,0.57,311,0,0
505144,204,1007,102,12,202211,202213,0.4,0.36,545,0,0
505145,205,1007,102,12,202227,202227,0.066,0.56,245,0,0
505146,205,1007,102,12,202244,202244,0.097,0.54,228,0,0
505147,206,1007,102,12,202248,202249,0.036,0.58,450,0,0
505148,202,1007,102,12,202252,202302,0.07,0.56,520,1,0
505149,202,1007,102,12,202308,202309,0.081,0.55,376,1,0
505150,206,1007,102,12,202310,202312,0.055,0.57,530,0,0
505151,201,1007,102,12,202443,202445,0.214,0.47,510,0,1
505152,200,1007,102,12,202511,202511,0.159,0.5,265,0,0
505153,205,1007,102,12,202523,202524,0.099,0.54,483,0,0
505154,203,1007,102,12,202530,202530,0.263,0.44,545,1,1
505155,202,1007,102,12,202539,202539,0.102,0.54,285,1,0
505156,206,1007,102,12,202542,202542,0.052,0.57,250,0,0
505157,201,1008,102,11,202449,202449,0.23,0.95,417,0,1
505158,204,1008,102,11,202502,202502,0.368,0.78,376,0,0
505159,203,1008,102,11,202513,202514,0.269,0.91,788,1,1
505160,206,1008,102,11,202549,202551,0.065,1.16,650,0,0
505161,204,1008,102,11,202622,202623,0.38,0.77,1100,0,0
505162,206,1008,102,10,202436,202438,0.055,1.17,689,0,0
505163,200,1008,102,10,202440,202440,0.155,1.05,307,0,0
505164,203,1008,102,10,202442,202442,0.229,0.96,300,1,1
505165,201,1008,102,10,202503,202504,0.25,0.93,411,0,1
505166,202,1008,102,10,202515,202516,0.126,1.08,428,1,0
505167,206,1008,102,10,202517,202519,0.042,1.19,560,0,0
505168,200,1008,102,10,202548,202549,0.125,1.08,497,0,0
505169,201,1008,102,10,202603,202603,0.195,1.0,198,0,1
505170,206,1008,102,10,202611,202612,0.058,1.17,450,0,0
505171,204,1008,102,10,202613,202615,0.352,0.8,1231,0,0
505172,206,1008,102,10,202625,202627,0.043,1.19,618,0,0
505173,203,1008,102,14,202438,202439,0.182,1.01,1330,1,1
505174,203,1008,102,14,202507,202507,0.217,0.97,399,1,1
505175,202,1008,102,14,202513,202515,0.126,1.08,2089,1,0
505176,200,1008,102,14,202521,202523,0.171,1.03,2720,0,0
505177,204,1008,102,14,202548,202549,0.285,0.89,1130,0,0
505178,205,1008,102,14,202606,202608,0.082,1.14,1292,0,0
505179,205,1008,102,14,202623,202623,0.098,1.12,702,0,0
505180,202,1008,102,12,202440,202441,0.105,1.11,553,1,0
505181,206,1008,102,12,202452,202502,0.057,1.17,633,0,0
505182,206,1008,102,12,202505,202507,0.035,1.2,589,0,0
505183,205,1008,102,12,202527,202527,0.075,1.15,433,0,0
505184,202,1008,102,12,202528,202528,0.119,1.09,470,1,0
505185,204,1008,102,12,202531,202533,0.244,0.94,1636,0,0
505186,202,1008,102,12,202611,202611,0.083,1.14,267,1,0
505187,200,1008,102,12,202622,202622,0.136,1.07,305,0,0
505188,206,1008,102,12,202626,202627,0.063,1.16,1172,0,0
505189,203,1008,102,15,202433,202434,0.206,0.98,652,1,1
505190,206,1008,102,15,202525,202527,0.038,1.19,655,0,0
505191,204,1008,102,15,202532,202533,0.281,0.89,671,0,0
505192,205,1008,102,15,202609,202609,0.062,1.16,127,0,0
505193,200,1009,102,11,202310,202310,0.15,0.61,387,0,0
505194,201,1009,102,11,202318,202319,0.171,0.6,1044,0,1
505195,204,1009,102,11,202334,202334,0.365,0.46,546,0,0
505196,200,1009,102,11,202344,202346,0.123,0.63,1032,0,0
505197,203,1009,102,11,202351,202352,0.255,0.54,848,1,1
505198,205,1009,102,11,202401,202401,0.094,0.65,268,0,0
505199,206,1009,102,11,202404,202405,0.038,0.69,530,0,0
505200,206,1009,102,11,202415,202416,0.043,0.69,442,0,0
505201,200,1009,102,11,202424,202425,0.192,0.58,1560,0,0
505202,200,1009,102,11,202444,202446,0.133,0.62,1233,0,0
505203,205,1009,102,11,202447,202449,0.1,0.65,1018,0,0
505204,205,1009,102,11,202519,202521,0.07,0.67,1200,0,0
505205,201,1009,102,11,202550,202550,0.236,0.55,467,0,1
505206,205,1009,102,11,202551,202601,0.095,0.65,720,0,0
505207,200,1009,102,11,202604,202606,0.184,0.59,797,0,0
505208,206,1009,102,12,202241,202243,0.062,0.68,1387,0,0
505209,205,1009,102,12,202247,202248,0.097,0.65,974,0,0
505210,204,1009,102,12,202307,202308,0.359,0.46,1073,0,0
505211,200,1009,102,12,202320,202322,0.187,0.59,1704,0,0
505212,203,1009,102,12,202346,202347,0.284,0.52,933,1,1
505213,201,1009,102,12,202418,202420,0.182,0.59,1473,0,1
505214,202,1009,102,12,202545,202547,0.085,0.66,1957,1,0
505215,202,1009,102,12,202550,202550,0.114,0.64,283,1,0
505216,201,1009,102,12,202617,202617,0.181,0.59,684,0,1
505217,200,1009,102,13,202335,202335,0.166,0.6,546,0,0
505218,206,1009,102,13,202350,202352,0.037,0.69,916,0,0
505219,200,1009,102,13,202404,202404,0.141,0.62,403,0,0
505220,203,1009,102,13,202418,202419,0.237,0.55,1154,1,1
505221,205,1009,102,13,202420,202420,0.074,0.67,376,0,0
505222,204,1009,102,13,202504,202504,0.271,0.53,430,0,0
505223,205,1009,102,13,202507,202508,0.077,0.66,636,0,0
505224,205,1009,102,13,202543,202544,0.083,0.66,691,0,0
505225,206,1009,102,13,202548,202549,0.039,0.69,808,0,0
505226,200,1009,102,13,202604,202604,0.18,0.59,391,0,0
505227,202,1009,102,14,202305,202307,0.081,0.66,450,1,0
505228,202,1009,102,14,202328,202328,0.095,0.65,305,1,0
505229,204,1009,102,14,202337,202337,0.406,0.43,491,0,0
505230,204,1009,102,14,202341,202342,0.263,0.53,602,0,0
505231,202,1009,102,14,202347,202348,0.085,0.66,530,1,0
505232,206,1009,102,14,202403,202403,0.06,0.68,163,0,0
505233,203,1009,102,14,202404,202406,0.287,0.51,646,1,1
505234,205,1009,102,14,202506,202508,0.073,0.67,482,0,0
505235,201,1009,102,14,202518,202520,0.176,0.59,960,0,1
505236,206,1009,102,14,202532,202534,0.043,0.69,917,0,0
505237,205,1009,102,14,202546,202548,0.098,0.65,808,0,0
505238,206,1009,102,14,202551,202601,0.053,0.68,360,0,0
505239,206,1009,102,10,202242,202242,0.06,0.68,219,0,0
505240,205,1009,102,10,202247,202247,0.062,0.68,227,0,0
505241,205,1009,102,10,202315,202316,0.099,0.65,516,0,0
505242,204,1009,102,10,202412,202414,0.331,0.48,1233,0,0
505243,202,1009,102,10,202417,202417,0.095,0.65,196,1,0
505244,206,1009,102,10,202418,202419,0.038,0.69,365,0,0
505245,206,1009,102,10,202422,202424,0.057,0.68,575,0,0
505246,204,1009,102,10,202435,202437,0.305,0.5,723,0,0
505247,201,1009,102,10,202442,202442,0.253,0.54,310,0,1
505248,205,1009,102,10,202443,202445,0.099,0.65,627,0,0
505249,204,1009,102,10,202502,202502,0.268,0.53,233,0,0
505250,203,1009,102,10,202512,202512,0.29,0.51,242,1,1
505251,202,1009,102,10,202528,202529,0.079,0.66,581,1,0
505252,202,1009,102,10,202610,202610,0.078,0.66,266,1,0
505253,201,1009,102,10,202611,202612,0.167,0.6,453,0,1
505254,205,1010,102,11,202441,202442,0.068,1.41,463,0,0
505255,202,1010,102,11,202519,202521,0.11,1.34,1278,1,0
505256,200,1010,102,11,202539,202539,0.172,1.25,512,0,0
505257,203,1010,102,11,202601,202602,0.272,1.1,1020,1,1
505258,203,1010,102,15,202439,202441,0.261,1.12,3266,1,1
505259,200,1010,102,15,202516,202518,0.116,1.33,2062,0,0
505260,204,1010,102,15,202523,202524,0.306,1.05,2248,0,0
505261,200,1010,102,15,202533,202535,0.166,1.26,2521,0,0
505262,200,1010,102,15,202550,202551,0.183,1.23,1447,0,0
505263,206,1010,102,15,202601,202601,0.047,1.44,458,0,0
505264,205,1010,102,15,202621,202623,0.065,1.41,1802,0,0
505265,203,1010,102,15,202625,202626,0.291,1.07,3133,1,1
505266,203,1010,102,15,202627,202627,0.237,1.15,1943,1,1
505267,201,1010,102,10,202426,202426,0.188,1.23,542,0,1
505268,204,1010,102,10,202427,202428,0.273,1.1,1534,0,0
505269,202,1010,102,10,202430,202432,0.107,1.35,1818,1,0
505270,200,1010,102,10,202433,202435,0.106,1.35,1422,0,0
505271,205,1010,102,10,202439,202441,0.104,1.35,1481,0,0
505272,204,1010,102,10,202511,202512,0.329,1.01,1026,0,0
505273,204,1010,102,10,202607,202607,0.323,1.02,377,0,0
505274,206,1010,102,10,202609,202611,0.058,1.42,486,0,0
505275,203,1010,102,10,202613,202615,0.285,1.08,1446,1,1
505276,201,1010,102,10,202618,202619,0.157,1.27,600,0,1
505277,204,1010,102,10,202623,202624,0.292,1.07,846,0,0
505278,206,1010,102,10,202627,202627,0.057,1.42,928,0,0
505279,201,1010,102,13,202512,202514,0.178,1.24,997,0,1
505280,200,1010,102,13,202520,202522,0.163,1.26,598,0,0
505281,204,1010,102,13,202526,202527,0.313,1.04,1038,0,0
505282,206,1010,102,13,202534,202536,0.041,1.45,867,0,0
505283,200,1010,102,13,202547,202549,0.156,1.27,678,0,0
505284,206,1010,102,13,202603,202603,0.051,1.43,196,0,0
505285,203,1011,102,11,202004,202004,0.18,1.8,232,1,1
505286,202,1011,102,11,202005,202006,0.116,1.94,395,1,0
505287,204,1011,102,11,202008,202009,0.255,1.63,322,0,0
505288,200,1011,102,11,202011,202011,0.168,1.82,271,0,0
505289,201,1011,102,11,202013,202013,0.225,1.7,194,0,1
505290,201,1011,102,11,202026,202028,0.201,1.75,988,0,1
505291,203,1011,102,11,202040,202041,0.212,1.73,510,1,1
505292,204,1011,102,11,202048,202049,0.335,1.46,595,0,0
505293,204,1011,102,11,202115,202116,0.341,1.44,515,0,0
505294,202,1011,102,11,202118,202118,0.086,2.0,271,1,0
505295,206,1011,102,11,202132,202133,0.055,2.07,597,0,0
505296,203,1011,102,11,202137,202137,0.207,1.74,362,1,1
505297,206,1011,102,11,202140,202140,0.038,2.11,176,0,0
505298,200,1011,102,11,202149,202150,0.163,1.83,248,0,0
505299,201,1011,102,11,202211,202211,0.151,1.86,175,0,1
505300,203,1011,102,11,202326,202328,0.224,1.7,777,1,1
505301,201,1011,102,11,202444,202444,0.205,1.74,289,0,1
505302,206,1011,102,11,202538,202540,0.051,2.08,907,0,0
505303,204,1011,102,11,202545,202546,0.298,1.54,620,0,0
505304,203,1011,102,11,202610,202610,0.224,1.7,279,1,1
505305,202,1011,102,10,202012,202013,0.077,2.02,798,1,0
505306,200,1011,102,10,202118,202120,0.123,1.92,1678,0,0
505307,202,1011,102,10,202330,202330,0.073,2.03,680,1,0
505308,200,1011,102,10,202412,202413,0.178,1.8,1072,0,0
505309,205,1011,102,10,202417,202419,0.097,1.98,1683,0,0
505310,201,1011,102,10,202429,202429,0.142,1.88,790,0,1
505311,202,1011,102,10,202501,202501,0.106,1.96,356,1,0
505312,204,1011,102,10,202511,202511,0.306,1.52,762,0,0
505313,206,1011,102,10,202515,202515,0.042,2.1,371,0,0
505314,202,1011,102,10,202526,202528,0.105,1.96,2404,1,0
505315,206,1011,102,10,202626,202626,0.037,2.11,815,0,0
505316,205,1011,102,15,202009,202009,0.103,1.96,247,0,0
505317,206,1011,102,15,202019,202021,0.058,2.06,976,0,0
505318,206,1011,102,15,202122,202123,0.047,2.09,751,0,0
505319,204,1011,102,15,202205,202205,0.317,1.5,476,0,0
505320,201,1011,102,15,202234,202236,0.198,1.76,1765,0,1
505321,203,1011,102,15,202243,202243,0.186,1.78,351,1,1
505322,200,1011,102,15,202309,202309,0.168,1.82,279,0,0
505323,206,1011,102,15,202316,202316,0.051,2.08,332,0,0
505324,205,1011,102,15,202347,202349,0.079,2.02,1054,0,0
505325,202,1011,102,15,202434,202436,0.091,1.99,1682,1,0
505326,205,1011,102,15,202438,202439,0.094,1.98,645,0,0
505327,200,1011,102,15,202509,202511,0.113,1.94,764,0,0
505328,200,1011,102,15,202512,202513,0.108,1.95,736,0,0
505329,203,1011,102,15,202518,202518,0.263,1.61,552,1,1
505330,202,1011,102,15,202519,202519,0.09,1.99,253,1,0
505331,204,1011,102,15,202524,202524,0.345,1.43,736,0,0
505332,202,1011,102,15,202529,202529,0.127,1.91,637,1,0
505333,206,1011,102,15,202540,202540,0.059,2.06,434,0,0
505334,204,1011,102,15,202544,202544,0.357,1.41,658,0,0
505335,201,1011,102,15,202612,202614,0.174,1.81,1451,0,1
505336,202,1011,102,14,202013,202014,0.129,1.91,796,1,0
505337,205,1011,102,14,202022,202023,0.061,2.06,636,0,0
505338,202,1011,102,14,202032,202032,0.08,2.01,722,1,0
505339,203,1011,102,14,202112,202114,0.24,1.66,1890,1,1
505340,200,1011,102,14,202209,202209,0.118,1.93,424,0,0
505341,200,1011,102,14,202303,202304,0.118,1.93,831,0,0
505342,206,1011,102,14,202339,202341,0.037,2.11,1579,0,0
505343,201,1011,102,14,202352,202352,0.164,1.83,529,0,1
505344,201,1011,102,14,202413,202415,0.23,1.69,2205,0,1
